what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1295959535683
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1295959535683
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1295959535684
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1295959535685
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1295959535686
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1295959535686
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1295959535687
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1295959535687
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1295959535688
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1295959535688
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1295959535689
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1295959535689
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1295959535690
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1295959535690
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1295959535691
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1295959535691
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1295959535692
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1295959535692
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1295959535693
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1295959535693
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1295959535694
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1295959535695
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1295959535696
os,sysinfo,,,"win32",1295959535698
arch,sysinfo,,,"x86",1295959535698
ws,sysinfo,,,"win32",1295959535698
locale,sysinfo,,,"fr_CH",1295959535698
processors,sysinfo,,,"2",1295959535698
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1295959535698
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1295959535698
java.specification.name,sysinfo,,,"Java Platform API Specification",1295959535698
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295959535698
java.specification.version,sysinfo,,,"1.6",1295959535698
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1295959535698
java.version,sysinfo,,,"1.6.0_20",1295959535698
java.vm.info,sysinfo,,,"mixed mode, sharing",1295959535698
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1295959535698
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1295959535698
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295959535698
java.vm.specification.version,sysinfo,,,"1.0",1295959535698
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1295959535698
java.vm.version,sysinfo,,,"16.3-b01",1295959535698
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1295959551247
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1295959551722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959552233
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1295959578934
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1295959580701
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959581668
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1295959583755
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1295959584468
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1295959586064
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1295959586551
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959595393
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1295959601835
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1295959601957
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1295959601973
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959603631
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1295959603637
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.rename",1295959603637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959612115
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959633178
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.linkWithEditor",1295959636500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959658436
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959660348
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959662962
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959676952
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959691206
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959697743
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959706407
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959708851
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959711839
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959724804
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295959741743
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1295959742514
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1295959742526
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1296221520786
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1296221520802
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1296221520802
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1296221520802
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1296221520802
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1296221520802
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1296221520802
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1296221520802
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1296221520802
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1296221520802
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1296221520802
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1296221520802
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1296221520802
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1296221520817
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1296221520833
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1296221520833
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1296221520833
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1296221520833
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1296221520833
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1296221520833
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1296221520849
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1296221520849
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1296221520849
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1296221520849
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1296221520849
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1296221520849
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1296221520849
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1296221520849
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1296221520849
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1296221520849
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1296221520849
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1296221520849
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1296221520849
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1296221520880
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1296221520880
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1296221520880
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1296221520880
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1296221520942
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1296221520973
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1296221520973
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1296221520973
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1296221520973
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1296221520973
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1296221520973
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1296221520973
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1296221520989
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1296221520989
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1296221520989
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1296221520989
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1296221520989
