what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221810460
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221812137
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1296221812137
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221819645
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221827047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221828543
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221831005
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221847880
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221849345
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1296221849345
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221850357
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221869790
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221876591
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221880293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221886045
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221888220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221893109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221895191
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221901546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221903119
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296221923709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222304562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222307452
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222317473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222321046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222323672
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222327572
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222330011
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222346806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222348313
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1296222348313
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222350845
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222352352
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1296222352352
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222355475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222356734
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1296222356749
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAutomatically",1296222368153
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1296222371214
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1296222373933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222380396
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1296222381856
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1296222381872
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222407740
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222407740
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222410599
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222410614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222410925
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222420635
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296222451071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222467218
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.properties",1296222467218
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296222471159
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1296222474602
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296222478465
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1296222487593
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1296222489416
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1296222500631
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222514931
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222526848
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222528717
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222551287
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222551303
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222553889
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222553904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222565541
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222571024
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222572067
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.properties",1296222572083
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222589548
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222598041
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222601173
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222607796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222612440
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222617412
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1296222619329
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222623645
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222629271
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222631422
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222633494
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222636907
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222638918
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222641988
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222645370
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222647551
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222649577
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222650855
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222654019
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222656185
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222658226
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222659878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222662154
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222664024
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222668543
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222669759
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222719612
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1296222724973
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1296222725004
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1296222725160
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222731628
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222739778
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1296222739794
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1296222743097
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1296222746604
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1296222746791
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1296222746869
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296222790177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296222792951
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296222804639
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296222819319
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.format",1296222821158
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1296222821345
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296222831241
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296222847417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296222853776
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1296222875858
